material,quantidade,estoque mínimo,categoria,corredor,armário,prateleira,observação
Produto 3723,3823,10,Cat3,A3,03,03,Item de teste 3723
Produto 3724,3824,10,Cat4,A4,04,04,Item de teste 3724
Produto 3725,3825,10,Cat5,A0,05,05,Item de teste 3725
Produto 3726,3826,10,Cat6,A1,06,06,Item de teste 3726
Produto 3727,3827,10,Cat7,A2,07,07,Item de teste 3727
Produto 3728,3828,10,Cat8,A3,08,08,Item de teste 3728
Produto 3729,3829,10,Cat9,A4,09,09,Item de teste 3729
Produto 3730,3830,10,Cat0,A0,10,00,Item de teste 3730
Produto 3731,3831,10,Cat1,A1,11,01,Item de teste 3731
Produto 3732,3832,10,Cat2,A2,12,02,Item de teste 3732
Produto 3733,3833,10,Cat3,A3,13,03,Item de teste 3733
Produto 3734,3834,10,Cat4,A4,14,04,Item de teste 3734
Produto 3735,3835,10,Cat5,A0,15,05,Item de teste 3735
Produto 3736,3836,10,Cat6,A1,16,06,Item de teste 3736
Produto 3737,3837,10,Cat7,A2,17,07,Item de teste 3737
Produto 3738,3838,10,Cat8,A3,18,08,Item de teste 3738
Produto 3739,3839,10,Cat9,A4,19,09,Item de teste 3739
Produto 3740,3840,10,Cat0,A0,00,00,Item de teste 3740
Produto 3741,3841,10,Cat1,A1,01,01,Item de teste 3741
Produto 3742,3842,10,Cat2,A2,02,02,Item de teste 3742
Produto 3743,3843,10,Cat3,A3,03,03,Item de teste 3743
Produto 3744,3844,10,Cat4,A4,04,04,Item de teste 3744
Produto 3745,3845,10,Cat5,A0,05,05,Item de teste 3745
Produto 3746,3846,10,Cat6,A1,06,06,Item de teste 3746
Produto 3747,3847,10,Cat7,A2,07,07,Item de teste 3747
Produto 3748,3848,10,Cat8,A3,08,08,Item de teste 3748
Produto 3749,3849,10,Cat9,A4,09,09,Item de teste 3749
Produto 3750,3850,10,Cat0,A0,10,00,Item de teste 3750
Produto 3751,3851,10,Cat1,A1,11,01,Item de teste 3751
Produto 3752,3852,10,Cat2,A2,12,02,Item de teste 3752
Produto 3753,3853,10,Cat3,A3,13,03,Item de teste 3753
Produto 3754,3854,10,Cat4,A4,14,04,Item de teste 3754
Produto 3755,3855,10,Cat5,A0,15,05,Item de teste 3755
Produto 3756,3856,10,Cat6,A1,16,06,Item de teste 3756
Produto 3757,3857,10,Cat7,A2,17,07,Item de teste 3757
Produto 3758,3858,10,Cat8,A3,18,08,Item de teste 3758
Produto 3759,3859,10,Cat9,A4,19,09,Item de teste 3759
Produto 3760,3860,10,Cat0,A0,00,00,Item de teste 3760
Produto 3761,3861,10,Cat1,A1,01,01,Item de teste 3761
Produto 3762,3862,10,Cat2,A2,02,02,Item de teste 3762
Produto 3763,3863,10,Cat3,A3,03,03,Item de teste 3763
Produto 3764,3864,10,Cat4,A4,04,04,Item de teste 3764
Produto 3765,3865,10,Cat5,A0,05,05,Item de teste 3765
Produto 3766,3866,10,Cat6,A1,06,06,Item de teste 3766
Produto 3767,3867,10,Cat7,A2,07,07,Item de teste 3767
Produto 3768,3868,10,Cat8,A3,08,08,Item de teste 3768
Produto 3769,3869,10,Cat9,A4,09,09,Item de teste 3769
Produto 3770,3870,10,Cat0,A0,10,00,Item de teste 3770
Produto 3771,3871,10,Cat1,A1,11,01,Item de teste 3771
Produto 3772,3872,10,Cat2,A2,12,02,Item de teste 3772
Produto 3773,3873,10,Cat3,A3,13,03,Item de teste 3773
Produto 3774,3874,10,Cat4,A4,14,04,Item de teste 3774
Produto 3775,3875,10,Cat5,A0,15,05,Item de teste 3775
Produto 3776,3876,10,Cat6,A1,16,06,Item de teste 3776
Produto 3777,3877,10,Cat7,A2,17,07,Item de teste 3777
Produto 3778,3878,10,Cat8,A3,18,08,Item de teste 3778
Produto 3779,3879,10,Cat9,A4,19,09,Item de teste 3779
Produto 3780,3880,10,Cat0,A0,00,00,Item de teste 3780
Produto 3781,3881,10,Cat1,A1,01,01,Item de teste 3781
Produto 3782,3882,10,Cat2,A2,02,02,Item de teste 3782
Produto 3783,3883,10,Cat3,A3,03,03,Item de teste 3783
Produto 3784,3884,10,Cat4,A4,04,04,Item de teste 3784
Produto 3785,3885,10,Cat5,A0,05,05,Item de teste 3785
Produto 3786,3886,10,Cat6,A1,06,06,Item de teste 3786
Produto 3787,3887,10,Cat7,A2,07,07,Item de teste 3787
Produto 3788,3888,10,Cat8,A3,08,08,Item de teste 3788
Produto 3789,3889,10,Cat9,A4,09,09,Item de teste 3789
Produto 3790,3890,10,Cat0,A0,10,00,Item de teste 3790
Produto 3791,3891,10,Cat1,A1,11,01,Item de teste 3791
Produto 3792,3892,10,Cat2,A2,12,02,Item de teste 3792
Produto 3793,3893,10,Cat3,A3,13,03,Item de teste 3793
Produto 3794,3894,10,Cat4,A4,14,04,Item de teste 3794
Produto 3795,3895,10,Cat5,A0,15,05,Item de teste 3795
Produto 3796,3896,10,Cat6,A1,16,06,Item de teste 3796
Produto 3797,3897,10,Cat7,A2,17,07,Item de teste 3797
Produto 3798,3898,10,Cat8,A3,18,08,Item de teste 3798
Produto 3799,3899,10,Cat9,A4,19,09,Item de teste 3799
Produto 3800,3900,10,Cat0,A0,00,00,Item de teste 3800
Produto 3801,3901,10,Cat1,A1,01,01,Item de teste 3801
Produto 3802,3902,10,Cat2,A2,02,02,Item de teste 3802
Produto 3803,3903,10,Cat3,A3,03,03,Item de teste 3803
Produto 3804,3904,10,Cat4,A4,04,04,Item de teste 3804
Produto 3805,3905,10,Cat5,A0,05,05,Item de teste 3805
Produto 3806,3906,10,Cat6,A1,06,06,Item de teste 3806
Produto 3807,3907,10,Cat7,A2,07,07,Item de teste 3807
Produto 3808,3908,10,Cat8,A3,08,08,Item de teste 3808
Produto 3809,3909,10,Cat9,A4,09,09,Item de teste 3809
Produto 3810,3910,10,Cat0,A0,10,00,Item de teste 3810
Produto 3811,3911,10,Cat1,A1,11,01,Item de teste 3811
Produto 3812,3912,10,Cat2,A2,12,02,Item de teste 3812
Produto 3813,3913,10,Cat3,A3,13,03,Item de teste 3813
Produto 3814,3914,10,Cat4,A4,14,04,Item de teste 3814
Produto 3815,3915,10,Cat5,A0,15,05,Item de teste 3815
Produto 3816,3916,10,Cat6,A1,16,06,Item de teste 3816
Produto 3817,3917,10,Cat7,A2,17,07,Item de teste 3817
Produto 3818,3918,10,Cat8,A3,18,08,Item de teste 3818
Produto 3819,3919,10,Cat9,A4,19,09,Item de teste 3819
Produto 3820,3920,10,Cat0,A0,00,00,Item de teste 3820
Produto 3821,3921,10,Cat1,A1,01,01,Item de teste 3821
Produto 3822,3922,10,Cat2,A2,02,02,Item de teste 3822
Produto 3823,3923,10,Cat3,A3,03,03,Item de teste 3823
Produto 3824,3924,10,Cat4,A4,04,04,Item de teste 3824
Produto 3825,3925,10,Cat5,A0,05,05,Item de teste 3825
Produto 3826,3926,10,Cat6,A1,06,06,Item de teste 3826
Produto 3827,3927,10,Cat7,A2,07,07,Item de teste 3827
Produto 3828,3928,10,Cat8,A3,08,08,Item de teste 3828
Produto 3829,3929,10,Cat9,A4,09,09,Item de teste 3829
Produto 3830,3930,10,Cat0,A0,10,00,Item de teste 3830
Produto 3831,3931,10,Cat1,A1,11,01,Item de teste 3831
Produto 3832,3932,10,Cat2,A2,12,02,Item de teste 3832
Produto 3833,3933,10,Cat3,A3,13,03,Item de teste 3833
Produto 3834,3934,10,Cat4,A4,14,04,Item de teste 3834
Produto 3835,3935,10,Cat5,A0,15,05,Item de teste 3835
Produto 3836,3936,10,Cat6,A1,16,06,Item de teste 3836
Produto 3837,3937,10,Cat7,A2,17,07,Item de teste 3837
Produto 3838,3938,10,Cat8,A3,18,08,Item de teste 3838
Produto 3839,3939,10,Cat9,A4,19,09,Item de teste 3839
Produto 3840,3940,10,Cat0,A0,00,00,Item de teste 3840
Produto 3841,3941,10,Cat1,A1,01,01,Item de teste 3841
Produto 3842,3942,10,Cat2,A2,02,02,Item de teste 3842
Produto 3843,3943,10,Cat3,A3,03,03,Item de teste 3843
Produto 3844,3944,10,Cat4,A4,04,04,Item de teste 3844
Produto 3845,3945,10,Cat5,A0,05,05,Item de teste 3845
Produto 3846,3946,10,Cat6,A1,06,06,Item de teste 3846
Produto 3847,3947,10,Cat7,A2,07,07,Item de teste 3847
Produto 3848,3948,10,Cat8,A3,08,08,Item de teste 3848
Produto 3849,3949,10,Cat9,A4,09,09,Item de teste 3849
Produto 3850,3950,10,Cat0,A0,10,00,Item de teste 3850
Produto 3851,3951,10,Cat1,A1,11,01,Item de teste 3851
Produto 3852,3952,10,Cat2,A2,12,02,Item de teste 3852
Produto 3853,3953,10,Cat3,A3,13,03,Item de teste 3853
Produto 3854,3954,10,Cat4,A4,14,04,Item de teste 3854
Produto 3855,3955,10,Cat5,A0,15,05,Item de teste 3855
Produto 3856,3956,10,Cat6,A1,16,06,Item de teste 3856
Produto 3857,3957,10,Cat7,A2,17,07,Item de teste 3857
Produto 3858,3958,10,Cat8,A3,18,08,Item de teste 3858
Produto 3859,3959,10,Cat9,A4,19,09,Item de teste 3859
Produto 3860,3960,10,Cat0,A0,00,00,Item de teste 3860
Produto 3861,3961,10,Cat1,A1,01,01,Item de teste 3861
Produto 3862,3962,10,Cat2,A2,02,02,Item de teste 3862
Produto 3863,3963,10,Cat3,A3,03,03,Item de teste 3863
Produto 3864,3964,10,Cat4,A4,04,04,Item de teste 3864
Produto 3865,3965,10,Cat5,A0,05,05,Item de teste 3865
Produto 3866,3966,10,Cat6,A1,06,06,Item de teste 3866
Produto 3867,3967,10,Cat7,A2,07,07,Item de teste 3867
Produto 3868,3968,10,Cat8,A3,08,08,Item de teste 3868
Produto 3869,3969,10,Cat9,A4,09,09,Item de teste 3869
Produto 3870,3970,10,Cat0,A0,10,00,Item de teste 3870
Produto 3871,3971,10,Cat1,A1,11,01,Item de teste 3871
Produto 3872,3972,10,Cat2,A2,12,02,Item de teste 3872
Produto 3873,3973,10,Cat3,A3,13,03,Item de teste 3873
Produto 3874,3974,10,Cat4,A4,14,04,Item de teste 3874
Produto 3875,3975,10,Cat5,A0,15,05,Item de teste 3875
Produto 3876,3976,10,Cat6,A1,16,06,Item de teste 3876
Produto 3877,3977,10,Cat7,A2,17,07,Item de teste 3877
Produto 3878,3978,10,Cat8,A3,18,08,Item de teste 3878
Produto 3879,3979,10,Cat9,A4,19,09,Item de teste 3879
Produto 3880,3980,10,Cat0,A0,00,00,Item de teste 3880
Produto 3881,3981,10,Cat1,A1,01,01,Item de teste 3881
Produto 3882,3982,10,Cat2,A2,02,02,Item de teste 3882
Produto 3883,3983,10,Cat3,A3,03,03,Item de teste 3883
Produto 3884,3984,10,Cat4,A4,04,04,Item de teste 3884
Produto 3885,3985,10,Cat5,A0,05,05,Item de teste 3885
Produto 3886,3986,10,Cat6,A1,06,06,Item de teste 3886
Produto 3887,3987,10,Cat7,A2,07,07,Item de teste 3887
Produto 3888,3988,10,Cat8,A3,08,08,Item de teste 3888
Produto 3889,3989,10,Cat9,A4,09,09,Item de teste 3889
Produto 3890,3990,10,Cat0,A0,10,00,Item de teste 3890
Produto 3891,3991,10,Cat1,A1,11,01,Item de teste 3891
Produto 3892,3992,10,Cat2,A2,12,02,Item de teste 3892
Produto 3893,3993,10,Cat3,A3,13,03,Item de teste 3893
Produto 3894,3994,10,Cat4,A4,14,04,Item de teste 3894
Produto 3895,3995,10,Cat5,A0,15,05,Item de teste 3895
Produto 3896,3996,10,Cat6,A1,16,06,Item de teste 3896
Produto 3897,3997,10,Cat7,A2,17,07,Item de teste 3897
Produto 3898,3998,10,Cat8,A3,18,08,Item de teste 3898
Produto 3899,3999,10,Cat9,A4,19,09,Item de teste 3899
Produto 3900,4000,10,Cat0,A0,00,00,Item de teste 3900
Produto 3901,4001,10,Cat1,A1,01,01,Item de teste 3901
Produto 3902,4002,10,Cat2,A2,02,02,Item de teste 3902
Produto 3903,4003,10,Cat3,A3,03,03,Item de teste 3903
Produto 3904,4004,10,Cat4,A4,04,04,Item de teste 3904
Produto 3905,4005,10,Cat5,A0,05,05,Item de teste 3905
Produto 3906,4006,10,Cat6,A1,06,06,Item de teste 3906
Produto 3907,4007,10,Cat7,A2,07,07,Item de teste 3907
Produto 3908,4008,10,Cat8,A3,08,08,Item de teste 3908
Produto 3909,4009,10,Cat9,A4,09,09,Item de teste 3909
Produto 3910,4010,10,Cat0,A0,10,00,Item de teste 3910
Produto 3911,4011,10,Cat1,A1,11,01,Item de teste 3911
Produto 3912,4012,10,Cat2,A2,12,02,Item de teste 3912
Produto 3913,4013,10,Cat3,A3,13,03,Item de teste 3913
Produto 3914,4014,10,Cat4,A4,14,04,Item de teste 3914
Produto 3915,4015,10,Cat5,A0,15,05,Item de teste 3915
Produto 3916,4016,10,Cat6,A1,16,06,Item de teste 3916
Produto 3917,4017,10,Cat7,A2,17,07,Item de teste 3917
Produto 3918,4018,10,Cat8,A3,18,08,Item de teste 3918
Produto 3919,4019,10,Cat9,A4,19,09,Item de teste 3919
Produto 3920,4020,10,Cat0,A0,00,00,Item de teste 3920
Produto 3921,4021,10,Cat1,A1,01,01,Item de teste 3921
Produto 3922,4022,10,Cat2,A2,02,02,Item de teste 3922
Produto 3923,4023,10,Cat3,A3,03,03,Item de teste 3923
Produto 3924,4024,10,Cat4,A4,04,04,Item de teste 3924
Produto 3925,4025,10,Cat5,A0,05,05,Item de teste 3925
Produto 3926,4026,10,Cat6,A1,06,06,Item de teste 3926
Produto 3927,4027,10,Cat7,A2,07,07,Item de teste 3927
Produto 3928,4028,10,Cat8,A3,08,08,Item de teste 3928
Produto 3929,4029,10,Cat9,A4,09,09,Item de teste 3929
Produto 3930,4030,10,Cat0,A0,10,00,Item de teste 3930
Produto 3931,4031,10,Cat1,A1,11,01,Item de teste 3931
Produto 3932,4032,10,Cat2,A2,12,02,Item de teste 3932
Produto 3933,4033,10,Cat3,A3,13,03,Item de teste 3933
Produto 3934,4034,10,Cat4,A4,14,04,Item de teste 3934
Produto 3935,4035,10,Cat5,A0,15,05,Item de teste 3935
Produto 3936,4036,10,Cat6,A1,16,06,Item de teste 3936
Produto 3937,4037,10,Cat7,A2,17,07,Item de teste 3937
Produto 3938,4038,10,Cat8,A3,18,08,Item de teste 3938
Produto 3939,4039,10,Cat9,A4,19,09,Item de teste 3939
Produto 3940,4040,10,Cat0,A0,00,00,Item de teste 3940
Produto 3941,4041,10,Cat1,A1,01,01,Item de teste 3941
Produto 3942,4042,10,Cat2,A2,02,02,Item de teste 3942
Produto 3943,4043,10,Cat3,A3,03,03,Item de teste 3943
Produto 3944,4044,10,Cat4,A4,04,04,Item de teste 3944
Produto 3945,4045,10,Cat5,A0,05,05,Item de teste 3945
Produto 3946,4046,10,Cat6,A1,06,06,Item de teste 3946
Produto 3947,4047,10,Cat7,A2,07,07,Item de teste 3947
Produto 3948,4048,10,Cat8,A3,08,08,Item de teste 3948
Produto 3949,4049,10,Cat9,A4,09,09,Item de teste 3949
Produto 3950,4050,10,Cat0,A0,10,00,Item de teste 3950
Produto 3951,4051,10,Cat1,A1,11,01,Item de teste 3951
Produto 3952,4052,10,Cat2,A2,12,02,Item de teste 3952
Produto 3953,4053,10,Cat3,A3,13,03,Item de teste 3953
Produto 3954,4054,10,Cat4,A4,14,04,Item de teste 3954
Produto 3955,4055,10,Cat5,A0,15,05,Item de teste 3955
Produto 3956,4056,10,Cat6,A1,16,06,Item de teste 3956
Produto 3957,4057,10,Cat7,A2,17,07,Item de teste 3957
Produto 3958,4058,10,Cat8,A3,18,08,Item de teste 3958
Produto 3959,4059,10,Cat9,A4,19,09,Item de teste 3959
Produto 3960,4060,10,Cat0,A0,00,00,Item de teste 3960
Produto 3961,4061,10,Cat1,A1,01,01,Item de teste 3961
Produto 3962,4062,10,Cat2,A2,02,02,Item de teste 3962
Produto 3963,4063,10,Cat3,A3,03,03,Item de teste 3963
Produto 3964,4064,10,Cat4,A4,04,04,Item de teste 3964
Produto 3965,4065,10,Cat5,A0,05,05,Item de teste 3965
Produto 3966,4066,10,Cat6,A1,06,06,Item de teste 3966
Produto 3967,4067,10,Cat7,A2,07,07,Item de teste 3967
Produto 3968,4068,10,Cat8,A3,08,08,Item de teste 3968
Produto 3969,4069,10,Cat9,A4,09,09,Item de teste 3969
Produto 3970,4070,10,Cat0,A0,10,00,Item de teste 3970
Produto 3971,4071,10,Cat1,A1,11,01,Item de teste 3971
Produto 3972,4072,10,Cat2,A2,12,02,Item de teste 3972
Produto 3973,4073,10,Cat3,A3,13,03,Item de teste 3973
Produto 3974,4074,10,Cat4,A4,14,04,Item de teste 3974
Produto 3975,4075,10,Cat5,A0,15,05,Item de teste 3975
Produto 3976,4076,10,Cat6,A1,16,06,Item de teste 3976
Produto 3977,4077,10,Cat7,A2,17,07,Item de teste 3977
Produto 3978,4078,10,Cat8,A3,18,08,Item de teste 3978
Produto 3979,4079,10,Cat9,A4,19,09,Item de teste 3979
Produto 3980,4080,10,Cat0,A0,00,00,Item de teste 3980
Produto 3981,4081,10,Cat1,A1,01,01,Item de teste 3981
Produto 3982,4082,10,Cat2,A2,02,02,Item de teste 3982
Produto 3983,4083,10,Cat3,A3,03,03,Item de teste 3983
Produto 3984,4084,10,Cat4,A4,04,04,Item de teste 3984
Produto 3985,4085,10,Cat5,A0,05,05,Item de teste 3985
Produto 3986,4086,10,Cat6,A1,06,06,Item de teste 3986
Produto 3987,4087,10,Cat7,A2,07,07,Item de teste 3987
Produto 3988,4088,10,Cat8,A3,08,08,Item de teste 3988
Produto 3989,4089,10,Cat9,A4,09,09,Item de teste 3989
Produto 3990,4090,10,Cat0,A0,10,00,Item de teste 3990
Produto 3991,4091,10,Cat1,A1,11,01,Item de teste 3991
Produto 3992,4092,10,Cat2,A2,12,02,Item de teste 3992
Produto 3993,4093,10,Cat3,A3,13,03,Item de teste 3993
Produto 3994,4094,10,Cat4,A4,14,04,Item de teste 3994
Produto 3995,4095,10,Cat5,A0,15,05,Item de teste 3995
Produto 3996,4096,10,Cat6,A1,16,06,Item de teste 3996
Produto 3997,4097,10,Cat7,A2,17,07,Item de teste 3997
Produto 3998,4098,10,Cat8,A3,18,08,Item de teste 3998
Produto 3999,4099,10,Cat9,A4,19,09,Item de teste 3999
Produto 4000,4100,10,Cat0,A0,00,00,Item de teste 4000
Produto 4001,4101,10,Cat1,A1,01,01,Item de teste 4001
Produto 4002,4102,10,Cat2,A2,02,02,Item de teste 4002
Produto 4003,4103,10,Cat3,A3,03,03,Item de teste 4003
Produto 4004,4104,10,Cat4,A4,04,04,Item de teste 4004
Produto 4005,4105,10,Cat5,A0,05,05,Item de teste 4005
Produto 4006,4106,10,Cat6,A1,06,06,Item de teste 4006
Produto 4007,4107,10,Cat7,A2,07,07,Item de teste 4007
Produto 4008,4108,10,Cat8,A3,08,08,Item de teste 4008
Produto 4009,4109,10,Cat9,A4,09,09,Item de teste 4009
Produto 4010,4110,10,Cat0,A0,10,00,Item de teste 4010
Produto 4011,4111,10,Cat1,A1,11,01,Item de teste 4011
Produto 4012,4112,10,Cat2,A2,12,02,Item de teste 4012
Produto 4013,4113,10,Cat3,A3,13,03,Item de teste 4013
Produto 4014,4114,10,Cat4,A4,14,04,Item de teste 4014
Produto 4015,4115,10,Cat5,A0,15,05,Item de teste 4015
Produto 4016,4116,10,Cat6,A1,16,06,Item de teste 4016
Produto 4017,4117,10,Cat7,A2,17,07,Item de teste 4017
Produto 4018,4118,10,Cat8,A3,18,08,Item de teste 4018
Produto 4019,4119,10,Cat9,A4,19,09,Item de teste 4019
Produto 4020,4120,10,Cat0,A0,00,00,Item de teste 4020
Produto 4021,4121,10,Cat1,A1,01,01,Item de teste 4021
Produto 4022,4122,10,Cat2,A2,02,02,Item de teste 4022
Produto 4023,4123,10,Cat3,A3,03,03,Item de teste 4023
Produto 4024,4124,10,Cat4,A4,04,04,Item de teste 4024
Produto 4025,4125,10,Cat5,A0,05,05,Item de teste 4025
Produto 4026,4126,10,Cat6,A1,06,06,Item de teste 4026
Produto 4027,4127,10,Cat7,A2,07,07,Item de teste 4027
Produto 4028,4128,10,Cat8,A3,08,08,Item de teste 4028
Produto 4029,4129,10,Cat9,A4,09,09,Item de teste 4029
Produto 4030,4130,10,Cat0,A0,10,00,Item de teste 4030
Produto 4031,4131,10,Cat1,A1,11,01,Item de teste 4031
Produto 4032,4132,10,Cat2,A2,12,02,Item de teste 4032
Produto 4033,4133,10,Cat3,A3,13,03,Item de teste 4033
Produto 4034,4134,10,Cat4,A4,14,04,Item de teste 4034
Produto 4035,4135,10,Cat5,A0,15,05,Item de teste 4035
Produto 4036,4136,10,Cat6,A1,16,06,Item de teste 4036
Produto 4037,4137,10,Cat7,A2,17,07,Item de teste 4037
Produto 4038,4138,10,Cat8,A3,18,08,Item de teste 4038
Produto 4039,4139,10,Cat9,A4,19,09,Item de teste 4039
Produto 4040,4140,10,Cat0,A0,00,00,Item de teste 4040
Produto 4041,4141,10,Cat1,A1,01,01,Item de teste 4041
Produto 4042,4142,10,Cat2,A2,02,02,Item de teste 4042
Produto 4043,4143,10,Cat3,A3,03,03,Item de teste 4043
Produto 4044,4144,10,Cat4,A4,04,04,Item de teste 4044
Produto 4045,4145,10,Cat5,A0,05,05,Item de teste 4045
Produto 4046,4146,10,Cat6,A1,06,06,Item de teste 4046
Produto 4047,4147,10,Cat7,A2,07,07,Item de teste 4047
Produto 4048,4148,10,Cat8,A3,08,08,Item de teste 4048
Produto 4049,4149,10,Cat9,A4,09,09,Item de teste 4049
Produto 4050,4150,10,Cat0,A0,10,00,Item de teste 4050
Produto 4051,4151,10,Cat1,A1,11,01,Item de teste 4051
Produto 4052,4152,10,Cat2,A2,12,02,Item de teste 4052
Produto 4053,4153,10,Cat3,A3,13,03,Item de teste 4053
Produto 4054,4154,10,Cat4,A4,14,04,Item de teste 4054
Produto 4055,4155,10,Cat5,A0,15,05,Item de teste 4055
Produto 4056,4156,10,Cat6,A1,16,06,Item de teste 4056
Produto 4057,4157,10,Cat7,A2,17,07,Item de teste 4057
Produto 4058,4158,10,Cat8,A3,18,08,Item de teste 4058
Produto 4059,4159,10,Cat9,A4,19,09,Item de teste 4059
Produto 4060,4160,10,Cat0,A0,00,00,Item de teste 4060
Produto 4061,4161,10,Cat1,A1,01,01,Item de teste 4061
Produto 4062,4162,10,Cat2,A2,02,02,Item de teste 4062
Produto 4063,4163,10,Cat3,A3,03,03,Item de teste 4063
Produto 4064,4164,10,Cat4,A4,04,04,Item de teste 4064
Produto 4065,4165,10,Cat5,A0,05,05,Item de teste 4065
Produto 4066,4166,10,Cat6,A1,06,06,Item de teste 4066
Produto 4067,4167,10,Cat7,A2,07,07,Item de teste 4067
Produto 4068,4168,10,Cat8,A3,08,08,Item de teste 4068
Produto 4069,4169,10,Cat9,A4,09,09,Item de teste 4069
Produto 4070,4170,10,Cat0,A0,10,00,Item de teste 4070
Produto 4071,4171,10,Cat1,A1,11,01,Item de teste 4071
Produto 4072,4172,10,Cat2,A2,12,02,Item de teste 4072
Produto 4073,4173,10,Cat3,A3,13,03,Item de teste 4073
Produto 4074,4174,10,Cat4,A4,14,04,Item de teste 4074
Produto 4075,4175,10,Cat5,A0,15,05,Item de teste 4075
Produto 4076,4176,10,Cat6,A1,16,06,Item de teste 4076
Produto 4077,4177,10,Cat7,A2,17,07,Item de teste 4077
Produto 4078,4178,10,Cat8,A3,18,08,Item de teste 4078
Produto 4079,4179,10,Cat9,A4,19,09,Item de teste 4079
Produto 4080,4180,10,Cat0,A0,00,00,Item de teste 4080
Produto 4081,4181,10,Cat1,A1,01,01,Item de teste 4081
Produto 4082,4182,10,Cat2,A2,02,02,Item de teste 4082
Produto 4083,4183,10,Cat3,A3,03,03,Item de teste 4083
Produto 4084,4184,10,Cat4,A4,04,04,Item de teste 4084
Produto 4085,4185,10,Cat5,A0,05,05,Item de teste 4085
Produto 4086,4186,10,Cat6,A1,06,06,Item de teste 4086
Produto 4087,4187,10,Cat7,A2,07,07,Item de teste 4087
Produto 4088,4188,10,Cat8,A3,08,08,Item de teste 4088
Produto 4089,4189,10,Cat9,A4,09,09,Item de teste 4089
Produto 4090,4190,10,Cat0,A0,10,00,Item de teste 4090
Produto 4091,4191,10,Cat1,A1,11,01,Item de teste 4091
Produto 4092,4192,10,Cat2,A2,12,02,Item de teste 4092
Produto 4093,4193,10,Cat3,A3,13,03,Item de teste 4093
Produto 4094,4194,10,Cat4,A4,14,04,Item de teste 4094
Produto 4095,4195,10,Cat5,A0,15,05,Item de teste 4095
Produto 4096,4196,10,Cat6,A1,16,06,Item de teste 4096
Produto 4097,4197,10,Cat7,A2,17,07,Item de teste 4097
Produto 4098,4198,10,Cat8,A3,18,08,Item de teste 4098
Produto 4099,4199,10,Cat9,A4,19,09,Item de teste 4099
Produto 4100,4200,10,Cat0,A0,00,00,Item de teste 4100
Produto 4101,4201,10,Cat1,A1,01,01,Item de teste 4101
Produto 4102,4202,10,Cat2,A2,02,02,Item de teste 4102
Produto 4103,4203,10,Cat3,A3,03,03,Item de teste 4103
Produto 4104,4204,10,Cat4,A4,04,04,Item de teste 4104
Produto 4105,4205,10,Cat5,A0,05,05,Item de teste 4105
Produto 4106,4206,10,Cat6,A1,06,06,Item de teste 4106
Produto 4107,4207,10,Cat7,A2,07,07,Item de teste 4107
Produto 4108,4208,10,Cat8,A3,08,08,Item de teste 4108
Produto 4109,4209,10,Cat9,A4,09,09,Item de teste 4109
Produto 4110,4210,10,Cat0,A0,10,00,Item de teste 4110
Produto 4111,4211,10,Cat1,A1,11,01,Item de teste 4111
Produto 4112,4212,10,Cat2,A2,12,02,Item de teste 4112
Produto 4113,4213,10,Cat3,A3,13,03,Item de teste 4113
Produto 4114,4214,10,Cat4,A4,14,04,Item de teste 4114
Produto 4115,4215,10,Cat5,A0,15,05,Item de teste 4115
Produto 4116,4216,10,Cat6,A1,16,06,Item de teste 4116
Produto 4117,4217,10,Cat7,A2,17,07,Item de teste 4117
Produto 4118,4218,10,Cat8,A3,18,08,Item de teste 4118
Produto 4119,4219,10,Cat9,A4,19,09,Item de teste 4119
Produto 4120,4220,10,Cat0,A0,00,00,Item de teste 4120
Produto 4121,4221,10,Cat1,A1,01,01,Item de teste 4121
Produto 4122,4222,10,Cat2,A2,02,02,Item de teste 4122
Produto 4123,4223,10,Cat3,A3,03,03,Item de teste 4123
Produto 4124,4224,10,Cat4,A4,04,04,Item de teste 4124
Produto 4125,4225,10,Cat5,A0,05,05,Item de teste 4125
Produto 4126,4226,10,Cat6,A1,06,06,Item de teste 4126
Produto 4127,4227,10,Cat7,A2,07,07,Item de teste 4127
Produto 4128,4228,10,Cat8,A3,08,08,Item de teste 4128
Produto 4129,4229,10,Cat9,A4,09,09,Item de teste 4129
Produto 4130,4230,10,Cat0,A0,10,00,Item de teste 4130
Produto 4131,4231,10,Cat1,A1,11,01,Item de teste 4131
Produto 4132,4232,10,Cat2,A2,12,02,Item de teste 4132
Produto 4133,4233,10,Cat3,A3,13,03,Item de teste 4133
Produto 4134,4234,10,Cat4,A4,14,04,Item de teste 4134
Produto 4135,4235,10,Cat5,A0,15,05,Item de teste 4135
Produto 4136,4236,10,Cat6,A1,16,06,Item de teste 4136
Produto 4137,4237,10,Cat7,A2,17,07,Item de teste 4137
Produto 4138,4238,10,Cat8,A3,18,08,Item de teste 4138
Produto 4139,4239,10,Cat9,A4,19,09,Item de teste 4139
Produto 4140,4240,10,Cat0,A0,00,00,Item de teste 4140
Produto 4141,4241,10,Cat1,A1,01,01,Item de teste 4141
Produto 4142,4242,10,Cat2,A2,02,02,Item de teste 4142
Produto 4143,4243,10,Cat3,A3,03,03,Item de teste 4143
Produto 4144,4244,10,Cat4,A4,04,04,Item de teste 4144
Produto 4145,4245,10,Cat5,A0,05,05,Item de teste 4145
